genres,app_name,release_date,price,id,developer
"['Action', 'Indie']",Blitz Breaker Soundtrack,2016-02-02,2.99,428320.0,"Fatbard,Boncho Games (made the game)"
['Indie'],CALENDULA,2016-02-02,6.99,427810.0,Blooming Buds Studio
"['Action', 'Casual', 'Indie']",Astral Gun,2016-02-02,1.99,416850.0,Thomas Moon Kang
"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “The Kids Aren’t Alright”,2016-02-02,2.99,390440.0,Ubisoft - San Francisco
"['Casual', 'Simulation']","Rocksmith® 2014 – The Offspring - “You’re Gonna Go Far, Kid”",2016-02-02,2.99,390441.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “Pretty Fly (For A White Guy)”,2016-02-02,2.99,390442.0,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie', 'Simulation']",GiAnt,2016-08-02,4.99,434930.0,Wreck Tangle Games
"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “Want You Bad”,2016-02-02,2.99,390443.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “All I Want”,2016-02-02,2.99,390444.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring Song Pack II,2016-02-02,11.99,390445.0,Ubisoft - San Francisco
"['Action', 'Indie', 'Early Access']",The TakeOver,2016-02-02,12.99,418620.0,Pelikan13
"['Casual', 'Indie']",It's Spring Again,2016-02-02,0.99,434210.0,Baba Yaga Games
"['Animation & Modeling', 'Tutorial', 'Game Development']",Medieval Blocks - Substance Designer Tutorial,2016-02-02,5.99,441450.0,
"['Casual', 'Indie']",It's Spring Again Collector's Edition Content,2016-02-02,1.99,434400.0,Asya Yurina
"['Action', 'Casual', 'Indie']",Gun Wings - Original Soundtrack,2016-02-03,1.99,414620.0,"Mercury Stone,Angels Blue Digital Entertainment,DigitalEZ"
['Simulation'],FSX: Steam Edition - FS Global 2010 Add-On,2016-02-03,54.99,379551.0,PILOT’S
['Indie'],fault milestone one - THE ART OF fault milestone one,2016-02-02,9.99,441270.0,ALICE IN DISSONANCE
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Lone Survivor - Original Soundtrack,2016-02-01,7.99,433780.0,Jasper Byrne
"['Adventure', 'Casual', 'Indie', 'RPG']",Wolfsong,2016-01-29,9.99,440410.0,Hyptosis
"['Indie', 'Casual', 'VR', 'Puzzle', 'Cute']",Water Bears VR,2016-04-21,9.99,394130.0,
['Action'],Kung Fu Panda: Jombie Porcupine and Jombie Master Croc,2016-01-29,0.99,413801.0,Vicious Cycle Software
['Action'],Kung Fu Panda: Panda Village,2016-01-29,0.99,413815.0,Vicious Cycle Software
['Action'],Kung Fu Panda: Warrior Po and Jombie Master Chicken,2016-01-29,0.99,413812.0,Vicious Cycle Software
['Action'],Kung Fu Panda: Spirit Realm,2016-01-29,0.99,413816.0,Vicious Cycle Software
"['Action', 'Adventure']",Bombshell,2016-01-29,34.99,353190.0,Interceptor Entertainment
['Action'],Kung Fu Panda: Rhino Armor Li and Jombie Master Bear,2016-01-29,0.99,413813.0,Vicious Cycle Software
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Sword 'N' Board,2016-01-29,4.99,425230.0,Stuffed Castle Studios
"['Adventure', 'Indie']",Shadow Puppeteer Soundtrack,2016-01-29,2.99,439470.0,Sarepta studio
"['Action', 'Indie']",Habitus,2016-01-29,2.99,394990.0,frozenen
"['Indie', 'RPG']",The Lost Heir 2: Forging a Kingdom,2016-01-29,3.99,439750.0,Hosted Games
"['Action', 'Indie', 'Simulation', 'Sports']",Toro,2016-01-26,2.99,416720.0,Recotechnology S.L.
"['Action', 'Indie', 'RPG']",DarkMaus,2016-01-26,9.99,406130.0,Daniel Wright
['Education'],Resume Maker® for Windows,2015-11-12,19.99,419450.0,Individual Software
"['Action', 'Indie', 'Strategy']",Special Tactics,2016-04-26,4.99,432870.0,Beast Mode Games
"['Free to Play', 'Massively Multiplayer', 'RPG']",Allods Online RU,2016-01-27,0.0,381640.0,Mail.ru Games
"['Adventure', 'Casual', 'Indie']",Echo Tokyo: An Intro,2016-01-27,1.99,345700.0,BurstRay Games
"['Action', 'Free to Play', 'Indie']",Iron Snout,2016-01-27,0.0,424280.0,SnoutUp
"['Adventure', 'Casual', 'Indie']",Echo Tokyo: Graphic Novel,2016-01-27,0.99,390490.0,BurstRay Games
"['Adventure', 'Indie']",Aozora Meikyuu,2016-01-27,4.99,427980.0,Yume Creations
"['Casual', 'Indie', 'Strategy']",Empire of the Gods,2008-05-13,1.99,436140.0,Lonely Troops
"['Adventure', 'Casual']",Mystic Saga,2016-01-27,0.0,415840.0,FIVE-BN GAMES
"['Casual', 'Indie']",Narcissu 10th Anniversary Anthology Project,2016-01-27,2.99,426690.0,stage-nana
"['Action', 'Adventure', 'Casual', 'Indie']",Super Mustache,2016-01-27,0.99,438180.0,Redro Games
"['Action', 'Casual', 'Indie']",Surfingers,2016-01-27,1.99,438080.0,Digital Melody
"['Casual', 'Indie', 'Strategy']",10 Minute Barbarian,2016-01-27,4.99,389120.0,Wolff Dobson
"['Action', 'Adventure', 'Indie']",PulseCharge,2016-01-27,0.99,438010.0,Frozenmark Games
"['Indie', 'Strategy']",Sentinels of the Multiverse - Shattered Timelines,2016-01-27,4.99,429110.0,Handelabra Games Inc.
"['Action', 'Massively Multiplayer', 'RPG']",Hounds : The Last Hope,2016-01-27,0.0,366160.0,Netmarble Games
"['Casual', 'Indie']",Narcissu 10th Anniversary Anthology Project - Season Pass,2016-01-27,29.99,439510.0,stage-nana
"['Action', 'Indie', 'Strategy']",AI: Rampage,2016-01-25,1.99,438020.0,Sekerin Productions
['Simulation'],RTK Maker - Face CG “RTK13” Set / 三国志ツクール顔登録素材 『三國志13』セット+シナリオ,2016-01-27,4.99,420540.0,"KOEI TECMO GAMES CO., LTD."
"['Free to Play', 'Massively Multiplayer', 'RPG']",Karos - Starter Pack,2016-01-28,8.99,437640.0,Galaxy Gate
"['Action', 'Free to Play']",The Lost Mythologies,2016-01-28,0.0,372540.0,Basaltic studio
"['Action', 'Indie']",Cubixx HD,2016-01-28,8.99,420570.0,Laughing Jackal LTD
"['Simulation', 'Strategy']",Order of Battle: Morning Sun,2016-01-28,14.99,412580.0,The Artistocrats
"['Action', 'Casual', 'Indie', 'Early Access']",LILT,2016-01-27,4.99,438160.0,pho
"['Action', 'Casual', 'Indie']",FullBlast,2016-01-28,5.99,429220.0,UFO Crash Games
"['Adventure', 'Casual']",Eventide: Slavic Fable,2016-01-28,9.99,406870.0,The House of Fables
"['Casual', 'Indie', 'Simulation']",Plantera,2016-01-28,2.99,421040.0,VaragtP
"['Action', 'Adventure', 'Casual', 'Indie']",Rabi-Ribi,2016-01-28,17.99,400910.0,"CreSpirit,GemaYue"
['Strategy'],Nemesis of the Roman Empire,2004-03-17,9.99,433290.0,Haemimont Games
"['Adventure', 'Indie']",The Slaughter: Act One Soundtrack,2016-01-28,2.99,430400.0,Brainchild
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Ancient Dungeons: Base Pack,2016-01-28,24.99,406071.0,Celianna
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Ancient Dungeons: Forgotten Depths,2016-01-28,4.99,406072.0,Joel Steudler
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Casino Tile Pack,2016-01-28,9.99,283541.0,Sherman 3D
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Classic School Tiles,2016-01-28,6.99,406073.0,Sherman3D
"['Action', 'Adventure', 'Indie']",Rabi-Ribi - Original Soundtrack,2016-01-28,5.99,431620.0,CreSpirit
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Cyberpunk Music Pack,2016-01-28,7.99,406076.0,KADOKAWA
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Pirate Music Pack,2016-01-28,14.99,406078.0,Joel Steudler
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Inspirational Vol. 4,2016-01-28,24.99,406077.0,JDB Artist
"['Adventure', 'Indie']",The Order of the Thorne - The King's Challenge,2016-01-26,9.99,425600.0,Infamous Quests
['Action'],Revolt,2016-01-26,4.99,416330.0,Explosive LLC
['Audio Production'],Rytmik Lite Chiptune Synthesizer,2016-01-26,5.99,432330.0,"CINEMAX, s.r.o."
"['Action', 'Indie']",Swiftly,2016-01-26,0.99,418610.0,Cleverweek
['Audio Production'],Upgrade to Rytmik Ultimate,2016-01-26,11.99,432440.0,"CINEMAX, s.r.o."
"['Action', 'Indie']",Rubber Ducky and the Rainbow Gun - Gigantic Cosmetic Pack!,2016-01-20,0.99,436710.0,John Szymanski
"['Action', 'Adventure', 'Indie', 'Simulation']",Sickness,2016-01-20,9.99,413870.0,Zetsubou
['Strategy'],Deserts of Kharak Expedition Guide,2016-01-20,5.99,433240.0,Blackbird Interactive
"['Action', 'Adventure', 'Indie', 'RPG']",TowerClimb - Extended Original Soundtrack,2016-01-20,8.99,428140.0,Davioware and Quazi
"['Racing', 'Simulation', 'Sports']",Sébastien Loeb Rally EVO,2016-01-29,29.99,355060.0,Milestone S.r.l.
"['Action', 'Adventure', 'Indie', 'RPG']",Crashlands,2016-01-21,14.99,391730.0,Butterscotch Shenanigans
"['Action', 'Adventure', 'Indie', 'RPG']",Crashlands Soundtrack,2016-01-21,4.99,432800.0,Butterscotch Shenanigans
"['Massively Multiplayer', 'RPG', 'Simulation']",Lif,2016-01-21,4.99,346220.0,Imigea Ltd
['Casual'],Let's Sing 2016,2016-01-21,24.99,397820.0,Voxler Games
"['Action', 'Indie']",The Rise of Chubtan,2016-01-21,7.99,396010.0,RadarJam
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Dinocide,2016-01-21,9.99,423900.0,AtomicTorch Studio
"['Action', 'Indie']",Move or Die,2016-01-21,14.99,323850.0,Those Awesome Guys
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access']",Naval Action,2016-01-21,39.99,311310.0,Game-Labs
"['Action', 'Indie']",Hard Room,2016-01-21,2.99,431560.0,"Evgeny Shcherbakov,Denis Ovsyannikov"
"['Indie', 'Simulation']",The Westport Independent,2016-01-21,9.99,352240.0,Double Zero One Zero
"['Action', 'Indie']",Close Order,2016-01-21,4.99,383800.0,Raconteur Games
"['Action', 'Indie']",The Minotaur,2016-01-21,1.99,412540.0,Ratalaika Games S.L.
['Indie'],Subterrain,2016-01-21,16.99,340490.0,Pixellore
['Indie'],The Minotaur: Soundtrack,2016-01-21,0.99,412550.0,Ratalaika Games S.L.
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Tiny Epic Galaxies,2016-01-21,4.99,437590.0,"Berserk Games,Gamelyn Games"
"['Casual', 'Indie']",Bloxitivity,2016-01-21,11.99,236010.0,55 Revolver
['Adventure'],Timelapse,1996-09-30,5.99,433580.0,GTE Entertainment
"['Adventure', 'Casual', 'Indie', 'RPG']",The Amazing Adventures of Ash - Afterparty,2016-01-20,1.99,437170.0,Z3roram Studios
"['Action', 'Indie', 'Strategy']",Death by Game Show,2016-01-22,9.99,409730.0,Oointah
['Simulation'],TS Marketplace: Riveted Body dia. 1/143 HTO 21t Coal Hopper,2016-01-22,4.99,326038.0,Fastline Simulation
['Simulation'],TS Marketplace: Rebodied dia. 1/146 HTO 21t Coal Hoppers,2016-01-22,4.99,326039.0,Fastline Simulation
['Simulation'],TS Marketplace: Canal Pack,2016-01-22,4.99,326040.0,Skyhook Games
"['Action', 'Casual', 'Indie']",Bit Blaster XL,2016-01-22,0.99,433950.0,Nickervision Studios
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",BuriedTown,2016-01-22,6.99,432640.0,Dice7
['Simulation'],A-10C: The Enemy Within Campaign,2016-01-22,9.99,411911.0,Baltic Dragon
"['Casual', 'Indie']",Pythagoria,2016-01-22,1.99,434620.0,Vladimir Maslov
"['Action', 'Adventure', 'Indie', 'RPG']",Starward Rogue,2016-01-22,11.99,410820.0,"Arcen Games, LLC"
['Strategy'],Warlords Battlecry III,2004-05-17,9.99,433280.0,Infinite Interactive
['Adventure'],Monumental,2016-01-22,9.99,432610.0,Whipstitch Games
"['Action', 'Indie']",Zamarian,2016-01-22,1.99,429120.0,Quarter Pound Studios
"['Action', 'Indie']",Space Moth DX,2016-01-22,4.99,425340.0,1CC Games
"['Action', 'Adventure', 'Indie']",Between Me and The Night,2016-01-22,14.99,285070.0,RainDance LX
"['Adventure', 'Indie']",Buried: An Interactive Story,2016-01-21,2.99,434370.0,Bromoco Games
"['Action', 'Indie', 'Racing']",O3DX,2016-01-22,7.99,363270.0,Egamea Game Studios
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Rivalry,2016-01-22,2.99,431770.0,Kew McParlane
"['Adventure', 'Casual', 'Indie', 'RPG']",Last Heroes 2,2016-01-22,1.99,434920.0,Warfare Studios
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Microcosmum: survival of cells - Colors for organisms,2016-01-22,0.99,437660.0,Alexander Byzov
['Simulation'],EEP 12 Expert,2016-01-21,4.99,424880.0,Trend Redaktions- und Verlagsgesellschaft mbH
['Accounting'],Quicken WillMaker Plus 2016,2015-10-15,59.99,411340.0,Nolo
"['Tutorial', 'Design & Illustration']",Robotpencil Presents: Lines to Painting,2016-01-21,2.99,414850.0,
"['Action', 'Indie', 'Early Access']","Zombie Hunter, Inc.",2016-01-18,9.99,387130.0,Maya Gameworks
['Action'],Tatsunoko Mashup Costume Set,2016-01-21,31.99,425141.0,"Team NINJA,KOEI TECMO GAMES CO., LTD."
"['Horror', 'Short', 'Sci-fi']",Everything is Grey,2016-01-21,1.99,419250.0,
"['Action', 'Indie', 'Early Access']",Garbage Day,2016-01-18,14.99,368860.0,Svajūnas Žemaitis
"['Indie', 'Simulation']",Evochron Legacy,2016-01-18,24.99,398170.0,StarWraith 3D Games LLC
"['Action', 'Indie']",Slybots: Frantic Zone,2016-01-18,6.99,384100.0,"Team ERROR,Tiny Colossus"
"['Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",Cyber Team Manager,2016-01-08,4.99,415080.0,The Tambourine
"['Adventure', 'Casual']",Small Town Terrors: Livingston,2016-01-18,9.99,432770.0,Gunnar Games
['Action'],Attractio,2016-01-18,19.99,317060.0,GameCoder Studios
"['Action', 'Adventure']",Gemini: Heroes Reborn,2016-01-18,14.99,324650.0,Phosphor Games
"['Action', 'Indie']",Shooting Stars!,2016-01-19,4.99,415350.0,Bloodirony
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",GASP,2015-11-12,0.0,412400.0,Dark Day Interactive
"['Action', 'Adventure', 'Indie']",The Aquatic Adventure of the Last Human,2016-01-19,9.99,401360.0,YCJY
['Simulation'],OMSI 2 Add-on Downloadpack Vol. 1 - KI-Fahrzeuge,2016-01-19,12.99,434060.0,Halycon Media
"['Action', 'Indie']",The Bug Butcher,2016-01-19,7.99,350740.0,Awfully Nice Studios
"['Action', 'Adventure']",Life is Strange™ - Directors' Commentary,2016-01-19,4.99,432670.0,"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
"['Casual', 'Simulation']",Rocksmith® 2014 – Megadeth - “Holy Wars... The Punishment Due”,2016-01-19,2.99,390430.0,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie']",Parasite,2016-01-19,4.99,434270.0,Raphael Gervaise
"['Casual', 'Simulation']",Rocksmith® 2014 – Megadeth - “Tornado of Souls”,2016-01-19,2.99,390432.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Megadeth - “Trust”,2016-01-19,2.99,390433.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Megadeth - “A Tout Le Monde”,2016-01-19,2.99,390434.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Megadeth Song Pack II,2016-01-19,11.99,390435.0,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie']",The Deadly Tower of Monsters,2016-01-19,14.99,353700.0,ACE Team
"['Action', 'Adventure']",Resident Evil 0 Fan Design T-shirt Pack,2016-01-19,4.99,381716.0,"CAPCOM Co., Ltd."
"['Action', 'Adventure']",Resident Evil 0 / biohazard 0 HD REMASTER,2016-01-19,19.99,339340.0,"CAPCOM Co., Ltd."
"['Indie', 'RPG', 'Strategy']",Darkest Dungeon®,2016-01-19,24.99,262060.0,Red Hook Studios
"['Action', 'Adventure']",Resident Evil 0 Costume Pack 1,2016-01-19,2.99,381710.0,"CAPCOM Co., Ltd."
"['Action', 'Adventure']",Resident Evil 0 Costume Pack 4,2016-01-19,2.99,381713.0,"CAPCOM Co., Ltd."
"['Action', 'Adventure']",Resident Evil 0 Costume Pack 2,2016-01-19,2.99,381711.0,"CAPCOM Co., Ltd."
"['Action', 'Adventure']",Resident Evil 0 Costume Pack 3,2016-01-19,2.99,381712.0,"CAPCOM Co., Ltd."
"['Casual', 'Indie', 'Strategy']",Rolling Gauntlet,2016-01-15,0.99,434960.0,Aundre Rogers
"['Casual', 'Simulation']",Rocksmith® 2014 – Megadeth - “Peace Sells”,2016-01-19,2.99,390431.0,Ubisoft - San Francisco
"['Action', 'Adventure', 'RPG']",Mytheon - Egypt Pack,2016-01-19,4.99,429810.0,Petroglyph
"['Action', 'Indie']",Protoshift,2016-01-15,0.99,398070.0,Reflextions
"['Casual', 'Indie', 'Simulation', 'Strategy']",Herding Dog,2015-12-25,2.99,409290.0,xixgames
"['Action', 'Adventure', 'Indie']",Super Ubie Island REMIX,2016-01-15,9.99,405860.0,Notion Games
"['Action', 'Casual', 'Indie']",Super Intergalactic Gang,2016-01-04,9.99,429260.0,Martin Cerdeira
"['Indie', 'Strategy']",Raining Blobs,2016-01-15,9.99,414370.0,Endi Milojkoski
"['Indie', 'RPG', 'Simulation', 'Strategy']",Fear Equation,2016-01-15,14.99,428350.0,Screwfly Studios
"['Indie', 'RPG']",Echoes of Aetheria: Soundtrack,2016-01-15,7.99,433020.0,Dancing Dragon Games
['Action'],Bladestar,2016-01-15,9.99,424760.0,"Fair Weather Studios, LLC"
"['Indie', 'RPG']",Echoes of Aetheria,2016-01-15,14.99,354740.0,Dancing Dragon Games
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",Silver Knight,2016-01-15,1.99,432170.0,Wojciech Krupinski
"['Indie', 'RPG']",Echoes of Aetheria: Strategy Guide,2016-01-15,3.99,433021.0,Dancing Dragon Games
"['Casual', 'Indie']",Chef Solitaire: USA,2016-01-15,2.99,432190.0,The Revills Games
['Simulation'],TANE DLC: Duchess,2016-01-12,18.99,404212.0,N3V Games
['Simulation'],TANE DLC: LMS Coronation Scot,2016-01-12,18.99,404213.0,N3V Games
['Simulation'],TANE DLC: SNCF BB 75000,2016-01-12,14.99,404220.0,N3V Games
['Simulation'],TANE DLC: Union Pacific GE C40-8,2016-01-12,12.99,404219.0,N3V Games
['Simulation'],TANE DLC: PRR T1,2016-01-12,17.99,430180.0,N3V Games
['Simulation'],TANE DLC: CSX Transportation GE B30-7,2016-01-12,12.99,404216.0,N3V Games
['Simulation'],TANE DLC: Chicago & North Western GE C40-8,2016-01-12,12.99,404215.0,N3V Games
['Simulation'],TANE DLC: Southern Pacific GE CW44-9,2016-01-12,14.99,404981.0,N3V Games
['Simulation'],Falcon,1987-01-01,6.99,374080.0,Spectrum Holobyte
['Simulation'],Falcon A.T.,1988-01-01,6.99,286790.0,Spectrum Holobyte
['Simulation'],Falcon 4.0,1998-01-01,6.99,429530.0,Microprose
['Simulation'],Falcon Gold,1994-01-01,6.99,429520.0,Spectrum Holobyte
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Beyond Reality,2016-01-08,4.99,428100.0,EternalShadow Studios
"['Casual', 'Free to Play', 'Indie', 'Simulation']",Sepia Tears,2016-01-08,0.0,429300.0,Scarlet String Studios
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Darkest Night,2016-01-08,6.99,433520.0,"Berserk Games,Victory Point Games"
"['Adventure', 'Indie', 'Strategy']",Highrise Heroes: Word Challenge,2016-01-08,4.99,415670.0,Fallen Tree Games Ltd
"['Indie', 'Strategy', 'Early Access']",Evertown,2016-01-12,2.99,432500.0,indiemaatheus
"['Action', 'Casual', 'Indie']",Psychocat: The Answer,2016-01-11,0.99,431910.0,Chewa
"['Adventure', 'Casual']",Fairy Tale Mysteries: The Puppet Thief,2016-01-07,9.99,429600.0,"The House of Fables,Gogii Games"
"['Action', 'Indie']",U-Boats,2016-01-07,4.99,404890.0,Astra Game Studio
['Simulation'],Red Baron Pack,1990-12-19,9.99,263940.0,Mad Otter Games
"['Design & Illustration', 'Tutorial']",Robotpencil Presents: Illustration Basics Package,2016-01-07,14.99,414830.0,
"['Simulation', 'Sports']",The Strike,2016-01-07,9.99,420380.0,Bass Pro Shops
['Indie'],Volvox Demo,2016-01-07,4.99,432530.0,Neotenia
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",Blood Code,2015-12-29,6.99,386480.0,"Weixi Games,ZiX Solutions"
"['Action', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",Force of Elements,2015-12-29,0.0,368980.0,"Wicked Fun, Inc."
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",sZone-Online,2015-12-29,0.0,316390.0,Cybertime System
['Action'],Robot Tsunami,2016-01-07,9.99,378450.0,Ground Up Games Pty Ltd ®
"['Adventure', 'Casual', 'Indie']",Tick Tock Isle Soundtrack,2015-12-30,0.99,427750.0,Kevin Carville
"['Action', 'Adventure', 'Indie']",SJSM - Karamari Hospital,2015-12-29,1.99,414150.0,Lag Studios
"['Casual', 'Indie', 'Simulation', 'Early Access']",Production Inc.,2015-12-31,19.99,378390.0,Solo Instinct
"['Adventure', 'Casual', 'Indie']",Anomaly 1729,2015-12-30,9.99,424320.0,"Anvil Drop, LLC"
"['Action', 'Indie', 'Simulation']",Sickness Demo,2015-12-25,4.99,431420.0,Zetsubou
"['Action', 'Adventure', 'Indie']",ABO MANDO,2015-12-31,1.99,429950.0,UNDEAD
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation']",One Manga Day - Russian Voiceover,2016-01-01,0.0,431980.0,DeXP
"['Action', 'Adventure', 'Indie']",Princess Remedy in a World of Hurt,2014-12-01,0.0,407900.0,"Ludosity,Remar Games"
"['Action', 'Adventure', 'Indie']",Kill The Plumber,2015-12-31,4.99,420070.0,"Keybol,Iskander Aminov"
"['Action', 'Indie']",Future Perfect,2016-04-21,4.99,282370.0,Unknown Worlds Entertainment
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",A Story of the End - Revere Demo,2017-05-20,4.99,432220.0,Darrel Wijaya
['Indie'],Pony Island,2016-01-04,4.99,405640.0,Daniel Mullins Games
['Indie'],Pony Island - Soundtrack,2016-01-04,0.99,428010.0,"Daniel Mullins Games,Jonah Senzel"
"['Action', 'Casual', 'Indie']","Linea, the Game",2016-01-04,1.99,428900.0,KHB-Soft
"['Adventure', 'Indie']",Walk The Light,2016-01-04,4.99,428130.0,Anti Crunch Studios
"['Action', 'Adventure', 'Indie']",Chowderchu,2016-01-04,4.99,431740.0,Ryan Jensen
['Adventure'],A Wild Catgirl Appears!,2016-01-05,2.99,429580.0,NewWestGames
"['Action', 'Indie', 'RPG']",Dungeons Are Random,2016-01-05,1.99,431330.0,PIXELBUG
['Indie'],Contract,2016-01-05,2.99,409170.0,"S Houben,N Tailor,A Barnett"
"['Action', 'Adventure', 'Indie', 'RPG']",Cally's Caves 3,2016-01-05,6.99,418120.0,VDO Games
"['Action', 'Indie']",Futuridium EP Deluxe,2016-01-07,9.99,352790.0,MixedBag Srl
"['Action', 'Indie']",Futuridium EP Deluxe Original Sound Track,2016-01-07,4.99,433710.0,MixedBag Srl
"['Action', 'Indie']",Quantum Lock,2015-12-14,5.99,411720.0,"FAT BOMB STUDIOS, LLC"
"['Adventure', 'Casual', 'Free to Play', 'Indie']",Frosty Kiss,2015-01-31,0.0,431540.0,"2Chance Projects,IIchan Eroge Team"
['Indie'],Millia -The ending-,2016-01-08,4.99,428060.0,Millia Soft
"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",Below Kryll Demo,2016-01-08,4.99,402050.0,Team Kryll
"['Adventure', 'RPG', 'Strategy', 'Early Access']",Inside The Code,2016-01-08,6.99,431470.0,CPsoft
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2 Stroke 4 Pack,2016-01-08,1.99,421166.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Rhythm Racing Pack,2016-01-08,5.99,421165.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - Copper Canyon Open World,2016-01-08,9.99,421164.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - The Stewart Compound,2016-01-08,9.99,421163.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 350 MX,2016-01-08,2.99,429904.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 450 MX,2016-01-08,2.99,429907.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 250 MX,2016-01-08,2.99,429903.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna TC 125 MX,2016-01-08,2.99,429905.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna TC 250 MX,2016-01-08,2.99,429906.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 125 SX,2016-01-08,2.99,429710.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 250 SX MX,2016-01-08,2.99,429711.0,"Rainbow Studios,THQ Nordic"
"['Casual', 'Indie']",Crazy Belts,2016-01-05,3.99,355510.0,jemchicomac
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 250 SX-F MX,2016-01-08,2.99,429890.0,"Rainbow Studios,THQ Nordic"
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 KTM 350 SX-F MX,2016-01-08,2.99,429900.0,"Rainbow Studios,THQ Nordic"
"['Casual', 'Simulation']",Rocksmith® 2014 – Wolfmother - “Woman”,2016-01-05,2.99,390419.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Asia - “Heat of the Moment”,2016-01-05,2.99,390421.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Wild Cherry - “Play That Funky Music”,2016-01-05,2.99,390422.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Hit Singles Song Pack III,2016-01-05,9.99,390423.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Semisonic - “Closing Time”,2016-01-05,2.99,390420.0,Ubisoft - San Francisco
['Action'],Sora no Kakera - Sora Original Soundtrack,2016-01-05,7.99,411400.0,"Orange_Juice,DEKU"
